80948,971.69,-1448,-194.11,194.11,0,-4.4137,4.4169,0
80946,973.63,-1448,-194.16,194.16,0,-4.4128,4.4159,0
80944,975.57,-1448,-194.2,194.2,0,-4.4118,4.4149,0
80942,977.52,-1448,-194.25,194.25,0,-4.4108,4.4139,0
80940,979.46,-1448,-194.29,194.29,0,-4.4098,4.4129,0
80938,981.4,-1448,-194.33,194.33,0,-4.4088,4.4119,0
80936,983.35,-1448,-194.38,194.38,0,-4.4078,4.4109,0
80934,985.29,-1448,-194.42,194.42,0,-4.4068,4.4099,0
80933,987.23,-1448,-194.47,194.47,0,-4.4058,4.4089,0
80931,989.18,-1448,-194.51,194.51,0,-4.4048,4.408,0
80929,991.12,-1448,-194.56,194.56,0,-4.4038,4.407,0
80927,993.07,-1448,-194.6,194.6,0,-4.4028,4.406,0
80925,995.02,-1448,-194.64,194.64,0,-4.4018,4.405,0
80923,996.96,-1448,-194.69,194.69,0,-4.4008,4.404,0
80921,998.91,-1448,-194.73,194.73,0,-4.3998,4.403,0
80919,1000.9,-1448,-194.78,194.78,0,-4.3988,4.402,0
80917,1002.8,-1448,-194.82,194.82,0,-4.3979,4.401,0
80915,1004.8,-1448,-194.86,194.86,0,-4.3969,4.4,0
80913,1006.7,-1448,-194.91,194.91,0,-4.3959,4.399,0
80911,1008.7,-1448,-194.95,194.95,0,-4.3949,4.398,0
80909,1010.6,-1448,-194.99,195,0,-4.3939,4.397,0
80907,1012.6,-1448,-195.04,195.04,0,-4.3929,4.396,0
80905,1014.5,-1448,-195.08,195.08,0,-4.3919,4.395,0
80903,1016.5,-1448,-195.13,195.13,0,-4.3909,4.394,0
80901,1018.4,-1448,-195.17,195.17,0,-4.3899,4.3931,0
80899,1020.4,-1448,-195.21,195.22,0,-4.3889,4.3921,0
80897,1022.3,-1448,-195.26,195.26,0,-4.3879,4.3911,0
80895,1024.3,-1448,-195.3,195.3,0,-4.3869,4.3901,0
80894,1026.2,-1448,-195.35,195.35,0,-4.3859,4.3891,0
80892,1028.2,-1448,-195.39,195.39,0,-4.3849,4.3881,0
80890,1030.1,-1448,-195.43,195.43,0,-4.3839,4.3871,0
80888,1032.1,-1448,-195.48,195.48,0,-4.383,4.3861,0
80886,1034,-1448,-195.52,195.52,0,-4.382,4.3851,0
80884,1036,-1448,-195.57,195.57,0,-4.381,4.3841,0
80882,1037.9,-1448,-195.61,195.61,0,-4.38,4.3831,0
80880,1039.9,-1448,-195.65,195.65,0,-4.379,4.3821,0
80878,1041.9,-1448,-195.7,195.7,0,-4.378,4.3811,0
80876,1043.8,-1448,-195.74,195.74,0,-4.377,4.3801,0
80874,1045.8,-1448,-195.78,195.79,0,-4.376,4.3792,0
80872,1047.7,-1448,-195.83,195.83,0,-4.375,4.3782,0
80870,1049.7,-1448,-195.87,195.87,0,-4.374,4.3772,0
80868,1051.6,-1448,-195.92,195.92,0,-4.373,4.3762,0
80866,1053.6,-1448,-195.96,195.96,0,-4.372,4.3752,0
80864,1055.6,-1448,-196,196,0,-4.371,4.3742,0
80862,1057.5,-1448,-196.05,196.05,0,-4.37,4.3732,0
80860,1059.5,-1448,-196.09,196.09,0,-4.369,4.3722,0
80858,1061.4,-1448,-196.13,196.14,0,-4.368,4.3712,0
80856,1063.4,-1448,-196.18,196.18,0,-4.3671,4.3702,0
80854,1065.4,-1448,-196.22,196.22,0,-4.3661,4.3692,0
80852,1067.3,-1448,-196.26,196.27,0,-4.3651,4.3682,0
80850,1069.3,-1448,-196.31,196.31,0,-4.3641,4.3672,0
80848,1071.3,-1448,-196.35,196.35,0,-4.3631,4.3662,0
80847,1073.2,-1448,-196.4,196.4,0,-4.3621,4.3652,0
80845,1075.2,-1448,-196.44,196.44,0,-4.3611,4.3643,0
80843,1077.2,-1448,-196.48,196.48,0,-4.3601,4.3633,0
80841,1079.1,-1448,-196.53,196.53,0,-4.3591,4.3623,0
80839,1081.1,-1448,-196.57,196.57,0,-4.3581,4.3613,0
80837,1083.1,-1448,-196.61,196.62,0,-4.3571,4.3603,0
80835,1085,-1448,-196.66,196.66,0,-4.3561,4.3593,0
80833,1087,-1448,-196.7,196.7,0,-4.3551,4.3583,0
80831,1089,-1448,-196.74,196.75,0,-4.3541,4.3573,0
80829,1090.9,-1448,-196.79,196.79,0,-4.3531,4.3563,0
80827,1092.9,-1448,-196.83,196.83,0,-4.3522,4.3553,0
80825,1094.9,-1448,-196.88,196.88,0,-4.3512,4.3543,0
80823,1096.8,-1448,-196.92,196.92,0,-4.3502,4.3533,0
80821,1098.8,-1448,-196.96,196.96,0,-4.3492,4.3523,0
80819,1100.8,-1448,-197.01,197.01,0,-4.3482,4.3513,0
80817,1102.7,-1448,-197.05,197.05,0,-4.3472,4.3504,0
80815,1104.7,-1448,-197.09,197.09,0,-4.3462,4.3494,0
80813,1106.7,-1448,-197.14,197.14,0,-4.3452,4.3484,0
80811,1108.6,-1448,-197.18,197.18,0,-4.3442,4.3474,0
80809,1110.6,-1448,-197.22,197.23,0,-4.3432,4.3464,0
80807,1112.6,-1448,-197.27,197.27,0,-4.3422,4.3454,0
80805,1114.6,-1448,-197.31,197.31,0,-4.3412,4.3444,0
80803,1116.5,-1448,-197.35,197.36,0,-4.3402,4.3434,0
80801,1118.5,-1448,-197.4,197.4,0,-4.3392,4.3424,0
80799,1120.5,-1448,-197.44,197.44,0,-4.3382,4.3414,0
80797,1122.5,-1448,-197.48,197.49,0,-4.3373,4.3404,0
80795,1124.4,-1448,-197.53,197.53,0,-4.3363,4.3394,0
80793,1126.4,-1448,-197.57,197.57,0,-4.3353,4.3384,0
80791,1128.4,-1448,-197.61,197.62,0,-4.3343,4.3374,0
80789,1130.4,-1448,-197.66,197.66,0,-4.3333,4.3364,0
80787,1132.3,-1448,-197.7,197.7,0,-4.3323,4.3355,0
80785,1134.3,-1448,-197.74,197.75,0,-4.3313,4.3345,0
80783,1136.3,-1448,-197.79,197.79,0,-4.3303,4.3335,0
80781,1138.3,-1448,-197.83,197.83,0,-4.3293,4.3325,0
80779,1140.3,-1448,-197.87,197.88,0,-4.3283,4.3315,0
80778,1142.2,-1448,-197.92,197.92,0,-4.3273,4.3305,0
80776,1144.2,-1448,-197.96,197.96,0,-4.3263,4.3295,0
80774,1146.2,-1448,-198,198.01,0,-4.3253,4.3285,0
80772,1148.2,-1448,-198.05,198.05,0,-4.3243,4.3275,0
80770,1150.2,-1448,-198.09,198.09,0,-4.3233,4.3265,0
80768,1152.1,-1448,-198.13,198.14,0,-4.3224,4.3255,0
80766,1154.1,-1448,-198.18,198.18,0,-4.3214,4.3245,0
80764,1156.1,-1448,-198.22,198.22,0,-4.3204,4.3235,0
80762,1158.1,-1448,-198.26,198.27,0,-4.3194,4.3225,0
80760,1160.1,-1448,-198.31,198.31,0,-4.3184,4.3216,0
80758,1162,-1448,-198.35,198.35,0,-4.3174,4.3206,0
80756,1164,-1448,-198.39,198.4,0,-4.3164,4.3196,0
80754,1166,-1448,-198.44,198.44,0,-4.3154,4.3186,0
